Age,Weight,Breed,Gender,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease
10.0,3.8,Siamese,Female,blood in urine,diarrhea,eye discharge,fever,2,no,no,yes,no,no,no,no,no,yes,39.5,216,feline conjunctivitis
8.0,6.3,Indian Domestic,Female,bloated abdomen,diarrhea,fever,lethargy,2,no,no,yes,no,no,no,no,yes,no,39.5,231,gastritis
4.0,5.7,Maine Coon,Female,diarrhea,fever,lethargy,nasal discharge,2,no,no,yes,yes,no,no,no,yes,no,39.5,187,feline panleukopenia
8.0,2.7,Siamese,Male,weight loss,none,none,none,2,no,no,no,no,no,no,no,no,no,38.4,166,worm infestation
14.0,6.7,Indian Domestic,Male,eye discharge,lethargy,loss of appetite,squinting,2,yes,no,no,no,no,no,no,no,yes,38.3,195,feline conjunctivitis
4.0,2.6,Persian,Female,bloated abdomen,diarrhea,hair loss,itching,1,no,no,yes,no,no,no,yes,no,no,38.3,180,skin allergy
9.0,4.2,Persian,Female,lethargy,loss of appetite,vomiting,none,3,yes,yes,no,no,no,no,no,no,no,38.6,194,gastritis
7.0,6.6,Persian,Male,blood in urine,eye discharge,fever,frequent urination,5,no,no,no,yes,no,no,no,yes,yes,39.5,193,feline conjunctivitis
1.0,4.0,Persian,Male,dry gums,lethargy,sunken eyes,none,4,no,no,no,no,no,no,no,no,yes,38.5,217,dehydration
4.0,6.6,Persian,Female,eye discharge,lethargy,loss of appetite,red eyes,3,yes,yes,no,no,no,no,no,no,yes,38.0,190,feline conjunctivitis
2.0,4.9,Indian Domestic,Male,diarrhea,hair loss,weight loss,none,2,no,no,yes,no,no,no,yes,no,no,38.7,192,skin allergy
14.0,6.8,Siamese,Male,blood in urine,diarrhea,frequent urination,lethargy,3,yes,no,yes,no,no,no,no,no,no,38.0,164,feline panleukopenia
5.0,6.8,Siamese,Female,lethargy,sneezing,sunken eyes,weight loss,3,no,no,no,yes,no,no,no,no,yes,38.5,171,chronic kidney disease
14.0,2.9,Maine Coon,Female,dry gums,lethargy,weakness,none,3,no,no,no,no,no,no,no,no,no,38.5,181,anemia
6.0,6.1,Maine Coon,Female,eye discharge,fever,lethargy,red eyes,1,no,no,no,yes,no,no,no,no,yes,39.5,195,chronic kidney disease
5.0,3.1,Bengal,Female,diarrhea,lethargy,red skin,none,1,no,no,yes,no,no,no,no,no,no,38.1,199,feline panleukopenia
5.0,3.9,Siamese,Female,vomiting,none,none,none,2,no,yes,no,no,no,no,no,no,no,38.3,187,feline panleukopenia
8.0,4.0,Siamese,Female,red eyes,none,none,none,4,no,no,no,no,no,no,no,no,yes,38.7,183,feline conjunctivitis
6.0,4.0,Indian Domestic,Male,lethargy,loss of appetite,vomiting,none,3,yes,yes,no,no,no,no,no,no,no,38.0,197,gastritis
11.0,2.7,Persian,Female,fever,frequent urination,hair loss,itching,5,no,no,no,yes,no,no,yes,yes,no,39.5,220,skin allergy
1.0,5.5,Siamese,Female,eye discharge,fever,nasal discharge,pale gums,4,no,no,no,yes,no,no,no,yes,yes,39.5,240,anemia
1.0,2.6,Bengal,Female,lethargy,none,none,none,1,no,no,no,no,no,no,no,no,no,38.2,209,feline panleukopenia
11.0,3.9,Bengal,Male,bloated abdomen,diarrhea,dry gums,itching,3,no,no,yes,no,no,no,yes,no,yes,38.5,191,dehydration
5.0,5.1,Bengal,Female,fever,lethargy,squinting,vomiting,2,no,yes,no,no,no,no,no,no,no,39.5,189,feline conjunctivitis
10.0,5.1,Indian Domestic,Male,diarrhea,fever,frequent urination,lethargy,5,no,yes,yes,no,no,no,no,no,no,39.5,216,chronic kidney disease
7.0,4.0,Persian,Female,squinting,none,none,none,2,no,no,no,no,no,no,no,no,no,38.5,195,feline conjunctivitis
15.0,7.0,Maine Coon,Male,diarrhea,dry gums,fever,lethargy,2,no,yes,yes,yes,no,no,no,yes,yes,39.5,220,dehydration
4.0,4.6,Siamese,Female,bloated abdomen,blood in urine,diarrhea,fever,2,no,no,yes,yes,no,no,no,yes,no,39.5,204,upper respiratory infection
6.0,4.9,Persian,Male,fever,frequent urination,lethargy,nasal discharge,4,no,no,no,no,no,no,no,yes,no,39.5,204,gastritis
12.0,3.9,Indian Domestic,Male,red eyes,squinting,weight loss,none,5,no,no,no,no,no,no,no,no,yes,38.7,196,chronic kidney disease
8.0,4.5,Persian,Male,bloated abdomen,diarrhea,dry gums,lethargy,3,no,no,yes,no,no,no,no,no,no,37.8,164,dehydration
15.0,4.7,Indian Domestic,Female,diarrhea,fever,lethargy,vomiting,7,no,yes,yes,no,no,no,no,no,no,39.5,211,feline panleukopenia
1.0,5.2,Persian,Male,blood in urine,frequent urination,lethargy,nasal discharge,1,no,no,no,no,no,no,no,yes,no,38.7,201,gastritis
3.0,5.7,Bengal,Male,diarrhea,lethargy,none,none,5,no,no,yes,no,no,no,no,no,no,38.9,191,feline panleukopenia
7.0,6.3,Indian Domestic,Male,bloated abdomen,blood in urine,diarrhea,eye discharge,2,no,no,yes,no,no,no,no,no,yes,38.2,189,feline conjunctivitis
4.0,6.1,Siamese,Female,lethargy,loss of appetite,vomiting,none,1,yes,yes,no,no,no,no,no,no,no,38.3,182,gastritis
6.0,5.3,Indian Domestic,Female,increased thirst,weight loss,none,none,4,no,no,no,no,no,no,no,no,no,38.4,192,chronic kidney disease
7.0,5.1,Persian,Male,hair loss,itching,red skin,none,1,no,no,no,no,no,no,yes,no,no,38.7,193,skin allergy
3.0,4.9,Indian Domestic,Female,bloated abdomen,diarrhea,lethargy,vomiting,1,no,yes,yes,no,no,no,no,no,no,38.9,165,gastritis
7.0,6.3,Persian,Male,eye discharge,fever,increased thirst,lethargy,2,no,no,no,yes,no,no,no,no,yes,39.5,222,chronic kidney disease
8.0,3.3,Bengal,Female,hair loss,increased thirst,itching,lethargy,3,yes,yes,no,no,no,no,yes,no,no,38.4,187,chronic kidney disease
15.0,2.5,Persian,Male,lethargy,loss of appetite,vomiting,none,3,yes,yes,no,no,no,no,no,no,no,38.3,167,feline panleukopenia
5.0,5.2,Persian,Male,loss of appetite,vomiting,none,none,7,yes,yes,no,no,no,no,no,no,no,38.1,183,feline panleukopenia
15.0,3.1,Siamese,Female,hair loss,itching,lethargy,loss of appetite,3,yes,no,no,no,no,no,yes,no,no,38.7,166,anemia
2.0,3.5,Maine Coon,Female,dry gums,hair loss,increased thirst,itching,3,no,no,no,no,no,no,yes,no,yes,38.5,200,chronic kidney disease
7.0,6.0,Persian,Female,squinting,none,none,none,3,no,no,no,no,no,no,no,no,no,38.5,187,feline conjunctivitis
5.0,5.5,Bengal,Male,diarrhea,fever,lethargy,sneezing,7,no,no,yes,yes,no,no,no,no,no,39.5,211,feline panleukopenia
1.0,2.9,Indian Domestic,Female,itching,weight loss,none,none,3,no,no,no,no,no,no,yes,no,no,38.7,204,chronic kidney disease
13.0,5.9,Indian Domestic,Female,increased thirst,lethargy,loss of appetite,pale gums,3,yes,yes,no,no,no,no,no,no,no,38.6,197,anemia
10.0,5.7,Indian Domestic,Female,bloated abdomen,blood in urine,diarrhea,frequent urination,3,no,no,yes,no,no,no,yes,no,no,38.5,164,skin allergy
10.0,2.6,Siamese,Male,fever,lethargy,loss of appetite,sneezing,14,yes,no,no,yes,no,no,no,no,no,39.5,215,gastritis
10.0,4.8,Indian Domestic,Male,lethargy,pale gums,weakness,weight loss,7,no,no,no,no,no,no,no,no,no,38.5,183,anemia
8.0,5.9,Indian Domestic,Male,dry gums,lethargy,sunken eyes,none,2,no,no,no,no,no,no,no,no,yes,38.8,162,dehydration
2.0,4.9,Maine Coon,Female,pale gums,vomiting,weakness,none,2,no,yes,no,no,no,no,no,no,no,38.2,201,anemia
5.0,2.9,Bengal,Male,blood in urine,frequent urination,lethargy,painful urination,7,no,no,no,no,no,no,no,no,yes,38.0,173,dehydration
14.0,4.8,Maine Coon,Male,eye discharge,fever,itching,lethargy,2,no,yes,no,no,no,no,yes,no,yes,39.5,218,feline conjunctivitis
9.0,5.3,Persian,Male,squinting,none,none,none,2,no,no,no,no,no,no,no,no,no,38.2,167,feline conjunctivitis
13.0,5.8,Indian Domestic,Male,itching,lethargy,vomiting,none,3,no,yes,no,no,no,no,yes,no,no,38.5,176,gastritis
7.0,3.7,Maine Coon,Male,eye discharge,red eyes,squinting,none,7,no,no,no,no,no,no,no,no,yes,38.8,185,feline conjunctivitis
1.0,5.8,Maine Coon,Male,dry gums,sunken eyes,weight loss,none,1,no,no,no,no,no,no,no,no,yes,37.9,206,chronic kidney disease
15.0,5.0,Maine Coon,Female,increased thirst,lethargy,none,none,2,no,no,no,no,no,no,no,no,no,38.3,199,chronic kidney disease
5.0,5.3,Bengal,Female,diarrhea,fever,hair loss,itching,3,no,yes,yes,no,no,no,yes,no,no,39.5,204,feline panleukopenia
10.0,2.5,Persian,Female,lethargy,pale gums,sunken eyes,vomiting,4,no,yes,no,no,no,no,no,no,yes,38.5,168,anemia
11.0,3.3,Maine Coon,Female,eye discharge,increased thirst,lethargy,loss of appetite,5,yes,yes,no,no,no,no,no,no,yes,38.3,161,chronic kidney disease
12.0,3.1,Indian Domestic,Female,fever,hair loss,lethargy,loss of appetite,3,yes,yes,no,yes,no,no,yes,yes,no,39.5,203,gastritis
1.0,4.4,Siamese,Male,fever,lethargy,nasal discharge,sneezing,4,no,no,no,yes,no,no,no,yes,no,39.5,228,feline panleukopenia
6.0,5.7,Bengal,Male,increased thirst,red skin,none,none,3,no,no,no,no,no,no,no,no,no,38.3,176,chronic kidney disease
9.0,5.6,Siamese,Female,hair loss,itching,red skin,none,3,no,no,no,no,no,no,yes,no,no,38.4,194,skin allergy
4.0,5.3,Bengal,Female,diarrhea,fever,hair loss,itching,7,no,yes,yes,yes,no,no,yes,no,no,39.5,199,feline panleukopenia
5.0,6.1,Persian,Female,dry gums,lethargy,pale gums,none,3,no,no,no,no,no,no,no,no,no,38.4,176,anemia
8.0,6.3,Persian,Female,increased thirst,lethargy,loss of appetite,red eyes,1,yes,no,no,no,no,no,no,no,yes,38.6,186,chronic kidney disease
13.0,5.2,Maine Coon,Female,bloated abdomen,blood in urine,diarrhea,fever,1,no,no,yes,yes,no,no,no,yes,no,39.5,192,upper respiratory infection
5.0,6.4,Persian,Male,squinting,none,none,none,4,no,no,no,no,no,no,no,no,no,38.3,160,feline conjunctivitis
9.0,6.3,Maine Coon,Female,frequent urination,hair loss,painful urination,red skin,1,no,no,no,no,no,no,yes,no,no,38.3,186,skin allergy
3.0,4.7,Maine Coon,Female,fever,frequent urination,nasal discharge,painful urination,2,no,no,no,no,no,no,no,yes,no,39.5,187,upper respiratory infection
5.0,3.3,Bengal,Male,hair loss,itching,lethargy,pale gums,4,no,no,no,no,no,no,yes,no,no,38.6,194,anemia
1.0,2.7,Siamese,Male,increased thirst,lethargy,pale gums,red skin,5,no,no,no,no,no,no,no,no,no,39.0,188,anemia
5.0,3.4,Indian Domestic,Female,fever,nasal discharge,sneezing,none,2,no,no,no,yes,no,no,no,yes,no,39.5,215,upper respiratory infection
11.0,5.0,Maine Coon,Female,hair loss,lethargy,loss of appetite,pale gums,1,yes,no,no,no,no,no,yes,no,no,38.2,168,anemia
7.0,4.9,Indian Domestic,Male,blood in urine,dry gums,frequent urination,lethargy,1,no,no,no,no,no,no,no,no,yes,38.6,176,dehydration
8.0,4.2,Bengal,Female,blood in urine,frequent urination,none,none,5,no,no,no,no,no,no,no,no,no,38.1,192,urinary tract infection
7.0,5.6,Maine Coon,Female,frequent urination,lethargy,sunken eyes,weakness,2,no,no,no,no,no,no,no,no,yes,38.3,183,anemia
1.0,6.9,Indian Domestic,Male,fever,painful urination,sneezing,none,2,no,no,no,yes,no,no,no,no,no,39.5,232,upper respiratory infection
2.0,3.0,Bengal,Male,blood in urine,frequent urination,loss of appetite,painful urination,3,yes,yes,no,no,no,no,no,no,no,38.1,197,anemia
7.0,3.9,Persian,Female,dry gums,lethargy,pale gums,sunken eyes,2,no,no,no,no,no,no,no,no,yes,38.8,191,anemia
7.0,5.7,Siamese,Male,dry gums,increased thirst,itching,lethargy,3,no,no,no,no,no,no,yes,no,yes,38.5,160,chronic kidney disease
10.0,3.5,Bengal,Male,fever,increased thirst,lethargy,nasal discharge,2,no,no,no,yes,no,no,no,yes,yes,39.5,213,chronic kidney disease
5.0,4.4,Siamese,Female,fever,lethargy,painful urination,vomiting,2,no,yes,no,no,no,no,no,no,no,39.5,201,anemia
13.0,2.6,Siamese,Female,fever,nasal discharge,sneezing,none,14,no,no,no,yes,no,no,no,yes,no,39.5,204,upper respiratory infection
9.0,4.7,Siamese,Female,blood in urine,hair loss,lethargy,loss of appetite,2,yes,yes,no,no,no,no,yes,no,no,38.6,170,gastritis
15.0,5.9,Persian,Female,eye discharge,fever,loss of appetite,nasal discharge,3,yes,no,no,yes,no,no,no,yes,yes,39.5,222,feline conjunctivitis
15.0,6.6,Siamese,Male,eye discharge,hair loss,lethargy,red eyes,2,no,no,no,no,no,no,yes,no,yes,38.2,160,feline conjunctivitis
4.0,5.0,Persian,Female,blood in urine,eye discharge,lethargy,squinting,1,no,no,no,no,no,no,no,no,yes,39.0,186,dehydration
6.0,6.8,Indian Domestic,Male,squinting,none,none,none,2,no,no,no,no,no,no,no,no,no,39.0,196,feline conjunctivitis
12.0,3.6,Bengal,Female,diarrhea,fever,increased thirst,lethargy,3,no,yes,yes,no,no,no,no,no,no,39.5,205,chronic kidney disease
3.0,3.9,Maine Coon,Male,diarrhea,eye discharge,lethargy,red eyes,1,no,no,yes,no,no,no,no,no,yes,38.7,163,dehydration
12.0,6.8,Persian,Male,increased thirst,itching,red skin,weight loss,3,no,no,no,no,no,no,yes,no,no,38.3,169,chronic kidney disease
4.0,6.5,Persian,Female,hair loss,itching,lethargy,red skin,2,no,no,no,no,no,no,yes,no,no,38.2,188,chronic kidney disease
9.0,3.7,Siamese,Male,bloated abdomen,blood in urine,diarrhea,red skin,2,no,no,yes,no,no,no,no,no,no,38.1,182,skin allergy
9.0,6.4,Maine Coon,Female,dry gums,eye discharge,none,none,3,no,no,no,no,no,no,no,no,yes,38.6,189,dehydration
6.0,4.3,Persian,Female,frequent urination,increased thirst,lethargy,sunken eyes,2,no,no,no,no,no,no,no,no,yes,38.6,161,chronic kidney disease
1.0,6.5,Maine Coon,Male,diarrhea,lethargy,loss of appetite,vomiting,2,yes,yes,yes,no,no,no,no,no,no,38.3,199,gastritis
13.0,4.3,Persian,Male,diarrhea,fever,none,none,3,no,no,yes,no,no,no,no,no,no,39.5,208,feline panleukopenia
5.0,3.2,Bengal,Male,fever,hair loss,nasal discharge,none,1,no,no,no,no,no,no,yes,yes,no,39.5,197,skin allergy
6.0,4.8,Maine Coon,Female,pale gums,none,none,none,3,no,no,no,no,no,no,no,no,no,38.5,187,anemia
3.0,6.2,Maine Coon,Male,loss of appetite,vomiting,none,none,3,yes,yes,no,no,no,no,no,no,no,38.7,191,gastritis
15.0,6.7,Indian Domestic,Female,diarrhea,eye discharge,hair loss,itching,4,no,no,yes,no,no,no,yes,no,yes,38.3,170,feline conjunctivitis
13.0,5.2,Persian,Female,itching,sunken eyes,vomiting,none,3,no,yes,no,no,no,no,yes,no,yes,38.3,196,dehydration
9.0,4.8,Bengal,Female,nasal discharge,sneezing,none,none,1,no,no,no,yes,no,no,no,yes,no,38.4,198,upper respiratory infection
2.0,4.2,Indian Domestic,Female,blood in urine,frequent urination,increased thirst,painful urination,3,no,no,no,no,no,no,no,no,no,38.6,214,chronic kidney disease
11.0,5.9,Persian,Female,hair loss,none,none,none,4,no,no,no,no,no,no,yes,no,no,38.1,192,skin allergy
15.0,3.4,Siamese,Female,hair loss,itching,lethargy,loss of appetite,4,yes,yes,no,no,no,no,yes,no,no,38.8,169,anemia
1.0,2.8,Siamese,Male,increased thirst,lethargy,loss of appetite,pale gums,3,yes,no,no,no,no,no,no,no,no,38.6,188,anemia
12.0,4.7,Persian,Female,itching,red skin,none,none,14,no,no,no,no,no,no,yes,no,no,38.6,167,skin allergy
9.0,4.7,Indian Domestic,Female,blood in urine,eye discharge,frequent urination,painful urination,3,no,no,no,no,no,no,no,no,yes,38.6,196,feline conjunctivitis
2.0,3.9,Bengal,Male,dry gums,hair loss,lethargy,red skin,1,no,no,no,no,no,no,yes,no,yes,38.2,216,dehydration
3.0,3.7,Persian,Female,sunken eyes,none,none,none,10,no,no,no,no,no,no,no,no,yes,38.8,197,dehydration
12.0,3.9,Maine Coon,Male,bloated abdomen,diarrhea,eye discharge,red eyes,3,no,no,yes,no,no,no,no,no,yes,38.5,172,feline conjunctivitis
7.0,3.2,Bengal,Male,dry gums,fever,lethargy,nasal discharge,5,no,no,no,yes,no,no,no,yes,no,39.5,192,anemia
4.0,4.1,Indian Domestic,Male,fever,lethargy,loss of appetite,nasal discharge,2,yes,yes,no,yes,no,no,no,yes,no,39.5,185,feline panleukopenia
12.0,5.5,Siamese,Female,blood in urine,frequent urination,increased thirst,painful urination,4,no,no,no,no,no,no,no,no,no,38.5,173,chronic kidney disease
10.0,6.4,Bengal,Female,diarrhea,frequent urination,red eyes,squinting,4,no,no,yes,no,no,no,no,no,yes,38.4,181,feline conjunctivitis
14.0,5.6,Bengal,Male,increased thirst,lethargy,loss of appetite,weight loss,4,yes,no,no,no,no,no,no,no,no,38.4,172,chronic kidney disease
10.0,6.9,Persian,Male,bloated abdomen,diarrhea,weight loss,none,3,no,no,yes,no,no,no,no,no,no,38.6,169,worm infestation
7.0,4.1,Maine Coon,Male,eye discharge,red eyes,squinting,none,1,no,no,no,no,no,no,no,no,yes,38.8,194,feline conjunctivitis
7.0,3.5,Maine Coon,Female,diarrhea,fever,lethargy,nasal discharge,1,no,no,yes,no,no,no,no,yes,no,39.5,224,feline panleukopenia
12.0,3.9,Maine Coon,Female,bloated abdomen,diarrhea,weight loss,none,7,no,no,yes,no,no,no,no,no,no,38.9,176,worm infestation
13.0,2.8,Persian,Female,lethargy,sunken eyes,none,none,3,no,no,no,no,no,no,no,no,yes,38.3,185,anemia
10.0,4.0,Persian,Female,hair loss,none,none,none,5,no,no,no,no,no,no,yes,no,no,38.0,189,skin allergy
4.0,6.7,Bengal,Male,lethargy,vomiting,none,none,2,no,yes,no,no,no,no,no,no,no,38.0,164,gastritis
13.0,4.0,Bengal,Female,dry gums,painful urination,sunken eyes,none,2,no,no,no,no,no,no,no,no,yes,38.2,169,dehydration
15.0,3.7,Siamese,Female,blood in urine,frequent urination,painful urination,none,1,no,no,no,no,no,no,no,no,no,38.2,160,urinary tract infection
10.0,3.8,Bengal,Female,dry gums,hair loss,itching,lethargy,14,no,no,no,no,no,no,yes,no,yes,37.9,187,dehydration
4.0,4.4,Maine Coon,Male,increased thirst,lethargy,weight loss,none,2,no,no,no,no,no,no,no,no,no,38.1,197,chronic kidney disease
8.0,3.1,Persian,Female,frequent urination,loss of appetite,nasal discharge,painful urination,4,yes,yes,no,yes,no,no,no,yes,no,38.5,195,gastritis
8.0,3.0,Maine Coon,Male,lethargy,loss of appetite,vomiting,none,7,yes,yes,no,no,no,no,no,no,no,38.3,178,gastritis
12.0,3.2,Maine Coon,Male,lethargy,loss of appetite,squinting,vomiting,3,yes,yes,no,no,no,no,no,no,no,38.9,180,feline conjunctivitis
9.0,5.0,Persian,Male,blood in urine,diarrhea,frequent urination,lethargy,2,no,yes,yes,no,no,no,no,no,no,39.0,167,feline panleukopenia
5.0,6.5,Siamese,Female,dry gums,sunken eyes,none,none,2,no,no,no,no,no,no,no,no,yes,38.7,174,dehydration
1.0,5.0,Persian,Male,frequent urination,lethargy,loss of appetite,painful urination,1,yes,yes,no,no,no,no,no,no,no,38.3,218,gastritis
9.0,3.6,Indian Domestic,Male,diarrhea,fever,frequent urination,lethargy,5,no,yes,yes,no,no,no,no,no,no,39.5,236,feline panleukopenia
3.0,4.2,Indian Domestic,Male,itching,nasal discharge,pale gums,weakness,2,no,no,no,no,no,no,yes,yes,no,38.9,187,anemia
14.0,2.6,Siamese,Male,blood in urine,frequent urination,lethargy,vomiting,2,no,yes,no,no,no,no,no,no,no,38.3,192,chronic kidney disease
11.0,6.0,Bengal,Male,bloated abdomen,diarrhea,none,none,2,no,no,yes,no,no,no,no,no,no,38.6,183,feline panleukopenia
8.0,2.6,Indian Domestic,Female,fever,sneezing,none,none,3,no,no,no,yes,no,no,no,no,no,39.5,200,upper respiratory infection
3.0,4.8,Maine Coon,Male,weight loss,none,none,none,2,no,no,no,no,no,no,no,no,no,38.0,165,chronic kidney disease
9.0,4.6,Bengal,Male,dry gums,increased thirst,lethargy,sunken eyes,5,no,no,no,no,no,no,no,no,yes,38.7,182,chronic kidney disease
13.0,3.7,Bengal,Female,bloated abdomen,diarrhea,eye discharge,fever,1,no,no,yes,yes,no,no,no,no,yes,39.5,203,feline conjunctivitis
3.0,3.7,Persian,Female,dry gums,sunken eyes,none,none,2,no,no,no,no,no,no,no,no,yes,38.8,188,dehydration
8.0,3.4,Maine Coon,Male,weakness,none,none,none,3,no,no,no,no,no,no,no,no,no,38.3,194,anemia
14.0,3.5,Persian,Male,fever,lethargy,nasal discharge,sneezing,3,no,yes,no,yes,no,no,no,yes,no,39.5,210,chronic kidney disease
3.0,4.4,Persian,Female,diarrhea,dry gums,fever,lethargy,5,no,yes,yes,no,no,no,no,no,yes,39.5,206,anemia
3.0,3.8,Maine Coon,Female,increased thirst,lethargy,weight loss,none,3,no,no,no,no,no,no,no,no,no,38.6,170,chronic kidney disease
10.0,4.8,Indian Domestic,Male,lethargy,sunken eyes,vomiting,weight loss,5,no,yes,no,no,no,no,no,no,yes,38.7,194,dehydration
10.0,2.6,Siamese,Female,lethargy,loss of appetite,none,none,5,yes,no,no,no,no,no,no,no,no,38.8,188,gastritis
1.0,6.8,Maine Coon,Female,hair loss,itching,red skin,none,5,no,no,no,no,no,no,yes,no,no,38.8,204,skin allergy
1.0,5.1,Persian,Female,diarrhea,lethargy,vomiting,weight loss,4,no,yes,yes,no,no,no,no,no,no,38.9,186,chronic kidney disease
15.0,5.9,Maine Coon,Male,blood in urine,dry gums,frequent urination,red eyes,5,no,no,no,no,no,no,no,no,yes,38.4,173,dehydration
1.0,2.6,Siamese,Male,blood in urine,increased thirst,lethargy,painful urination,4,no,no,no,no,no,no,no,no,no,38.5,186,chronic kidney disease
9.0,6.1,Maine Coon,Female,fever,hair loss,lethargy,nasal discharge,5,no,no,no,yes,no,no,yes,yes,no,39.5,223,chronic kidney disease
8.0,2.8,Siamese,Female,hair loss,lethargy,sunken eyes,none,1,no,no,no,no,no,no,yes,no,yes,38.7,199,dehydration
8.0,3.6,Indian Domestic,Female,increased thirst,lethargy,weight loss,none,3,no,no,no,no,no,no,no,no,no,38.1,170,chronic kidney disease
8.0,5.8,Bengal,Male,blood in urine,eye discharge,itching,red eyes,3,no,no,no,no,no,no,yes,no,yes,38.9,164,feline conjunctivitis
8.0,4.0,Persian,Female,diarrhea,fever,loss of appetite,vomiting,4,yes,yes,yes,no,no,no,no,no,no,39.5,220,feline panleukopenia
3.0,4.0,Maine Coon,Female,frequent urination,lethargy,painful urination,sneezing,2,no,no,no,yes,no,no,no,no,no,38.6,185,chronic kidney disease
2.0,4.9,Persian,Male,lethargy,loss of appetite,vomiting,none,7,yes,yes,no,no,no,no,no,no,no,38.4,192,gastritis
4.0,5.4,Siamese,Male,diarrhea,eye discharge,fever,red eyes,4,no,no,yes,no,no,no,no,no,yes,39.5,193,feline conjunctivitis
5.0,6.4,Indian Domestic,Male,bloated abdomen,diarrhea,weight loss,none,2,no,no,yes,no,no,no,no,no,no,38.6,184,worm infestation
6.0,2.6,Bengal,Female,red eyes,squinting,weakness,none,1,no,no,no,no,no,no,no,no,yes,38.6,160,anemia
14.0,6.8,Persian,Male,increased thirst,red eyes,none,none,1,no,no,no,no,no,no,no,no,yes,38.3,172,chronic kidney disease
5.0,5.0,Siamese,Female,bloated abdomen,diarrhea,fever,frequent urination,3,no,yes,yes,no,no,no,no,no,no,39.5,223,feline panleukopenia
