age,gender,breed,weight,symptoms,diseases
7,male,siamese,5.7,"dry gums, increased thirst, itching, lethargy, red skin, sunken eyes, weight loss","chronic kidney disease, dehydration, skin allergy"
10,male,bengal,3.5,"fever, increased thirst, lethargy, nasal discharge, sneezing, sunken eyes, weight loss","chronic kidney disease, dehydration, upper respiratory infection"
5,female,siamese,4.4,"fever, lethargy, painful urination, vomiting, weakness","anemia, feline panleukopenia, urinary tract infection"
13,female,siamese,2.6,"fever, nasal discharge, sneezing",upper respiratory infection
9,female,siamese,4.7,"blood in urine, hair loss, lethargy, loss of appetite, painful urination, vomiting","gastritis, skin allergy, urinary tract infection"
15,female,persian,5.9,"eye discharge, fever, loss of appetite, nasal discharge, red eyes, sneezing","feline conjunctivitis, gastritis, upper respiratory infection"
15,male,siamese,6.6,"eye discharge, hair loss, lethargy, red eyes, squinting","feline conjunctivitis, gastritis, skin allergy"
4,female,persian,5.0,"blood in urine, eye discharge, lethargy, squinting, sunken eyes","dehydration, feline conjunctivitis, urinary tract infection"
6,male,indian domestic,6.8,squinting,feline conjunctivitis
12,female,bengal,3.6,"diarrhea, fever, increased thirst, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia"
3,male,maine coon,3.9,"diarrhea, eye discharge, lethargy, red eyes, squinting, weight loss","dehydration, feline conjunctivitis, worm infestation"
12,male,persian,6.8,"increased thirst, itching, red skin, weight loss","chronic kidney disease, skin allergy"
4,female,persian,6.5,"hair loss, itching, lethargy, red skin","chronic kidney disease, gastritis, skin allergy"
9,male,siamese,3.7,"bloated abdomen, blood in urine, diarrhea, red skin, weight loss","skin allergy, urinary tract infection, worm infestation"
9,female,maine coon,6.4,"dry gums, eye discharge","dehydration, feline conjunctivitis"
6,female,persian,4.3,"frequent urination, increased thirst, lethargy, sunken eyes, weight loss","chronic kidney disease, dehydration, urinary tract infection"
1,male,maine coon,6.5,"diarrhea, lethargy, loss of appetite, vomiting","gastritis, worm infestation"
13,male,persian,4.3,"diarrhea, fever",feline panleukopenia
5,male,bengal,3.2,"fever, hair loss, nasal discharge","skin allergy, upper respiratory infection"
6,female,maine coon,4.8,pale gums,anemia
3,male,maine coon,6.2,"loss of appetite, vomiting",gastritis
15,female,indian domestic,6.7,"diarrhea, eye discharge, hair loss, itching, red eyes, red skin, squinting","feline conjunctivitis, skin allergy, worm infestation"
13,female,persian,5.2,"itching, sunken eyes, vomiting","dehydration, gastritis, skin allergy"
9,female,bengal,4.8,"nasal discharge, sneezing",upper respiratory infection
2,female,indian domestic,4.2,"blood in urine, frequent urination, increased thirst, painful urination","chronic kidney disease, urinary tract infection"
11,female,persian,5.9,hair loss,skin allergy
15,female,siamese,3.4,"hair loss, itching, lethargy, loss of appetite, vomiting, weakness","anemia, gastritis, skin allergy"
1,male,siamese,2.8,"increased thirst, lethargy, loss of appetite, pale gums, weight loss","anemia, chronic kidney disease, gastritis"
12,female,persian,4.7,"itching, red skin",skin allergy
9,female,indian domestic,4.7,"blood in urine, eye discharge, frequent urination, painful urination, red eyes","feline conjunctivitis, urinary tract infection"
2,male,bengal,3.9,"dry gums, hair loss, lethargy, red skin, squinting, sunken eyes","dehydration, feline conjunctivitis, skin allergy"
3,female,persian,3.7,sunken eyes,dehydration
12,male,maine coon,3.9,"bloated abdomen, diarrhea, eye discharge, red eyes, squinting, weight loss","feline conjunctivitis, worm infestation"
7,male,bengal,3.2,"dry gums, fever, lethargy, nasal discharge, pale gums, sneezing, weakness","anemia, dehydration, upper respiratory infection"
4,male,indian domestic,4.1,"fever, lethargy, loss of appetite, nasal discharge, sneezing, vomiting","feline panleukopenia, gastritis, upper respiratory infection"
12,female,siamese,5.5,"blood in urine, frequent urination, increased thirst, painful urination","chronic kidney disease, urinary tract infection"
10,female,bengal,6.4,"diarrhea, frequent urination, red eyes, squinting","feline conjunctivitis, feline panleukopenia, urinary tract infection"
14,male,bengal,5.6,"increased thirst, lethargy, loss of appetite, weight loss","chronic kidney disease, gastritis"
10,male,persian,6.9,"bloated abdomen, diarrhea, weight loss",worm infestation
7,male,maine coon,4.1,"eye discharge, red eyes, squinting",feline conjunctivitis
7,female,maine coon,3.5,"diarrhea, fever, lethargy, nasal discharge","feline panleukopenia, upper respiratory infection"
12,female,maine coon,3.9,"bloated abdomen, diarrhea, weight loss",worm infestation
13,female,persian,2.8,"lethargy, sunken eyes","anemia, dehydration"
10,female,persian,4.0,hair loss,skin allergy
4,male,bengal,6.7,"lethargy, vomiting",gastritis
13,female,bengal,4.0,"dry gums, painful urination, sunken eyes","dehydration, urinary tract infection"
15,female,siamese,3.7,"blood in urine, frequent urination, painful urination",urinary tract infection
10,female,bengal,3.8,"dry gums, hair loss, itching, lethargy, sunken eyes","dehydration, skin allergy"
4,male,maine coon,4.4,"increased thirst, lethargy, weight loss",chronic kidney disease
8,female,persian,3.1,"frequent urination, loss of appetite, nasal discharge, painful urination, sneezing, vomiting","gastritis, upper respiratory infection, urinary tract infection"
8,male,maine coon,3.0,"lethargy, loss of appetite, vomiting",gastritis
12,male,maine coon,3.2,"lethargy, loss of appetite, squinting, vomiting","feline conjunctivitis, gastritis"
9,male,persian,5.0,"blood in urine, diarrhea, frequent urination, lethargy, painful urination, vomiting","feline panleukopenia, urinary tract infection"
5,female,siamese,6.5,"dry gums, sunken eyes",dehydration
1,male,persian,5.0,"frequent urination, lethargy, loss of appetite, painful urination, vomiting","gastritis, urinary tract infection"
9,male,indian domestic,3.6,"diarrhea, fever, frequent urination, lethargy, painful urination, vomiting","feline panleukopenia, urinary tract infection"
3,male,indian domestic,4.2,"itching, nasal discharge, pale gums, weakness","anemia, skin allergy, upper respiratory infection"
14,male,siamese,2.6,"blood in urine, frequent urination, lethargy, vomiting, weight loss","chronic kidney disease, gastritis, urinary tract infection"
11,male,bengal,6.0,"bloated abdomen, diarrhea","feline panleukopenia, worm infestation"
8,female,indian domestic,2.6,"fever, sneezing",upper respiratory infection
3,male,maine coon,4.8,weight loss,chronic kidney disease
9,male,bengal,4.6,"dry gums, increased thirst, lethargy, sunken eyes, weight loss","chronic kidney disease, dehydration"
13,female,bengal,3.7,"bloated abdomen, diarrhea, eye discharge, fever, red eyes, sneezing, squinting, weight loss","feline conjunctivitis, upper respiratory infection, worm infestation"
3,female,persian,3.7,"dry gums, sunken eyes",dehydration
8,male,maine coon,3.4,weakness,anemia
14,male,persian,3.5,"fever, lethargy, nasal discharge, sneezing, vomiting, weight loss","chronic kidney disease, gastritis, upper respiratory infection"
3,female,persian,4.4,"diarrhea, dry gums, fever, lethargy, pale gums, sunken eyes, vomiting, weakness","anemia, dehydration, feline panleukopenia"
3,female,maine coon,3.8,"increased thirst, lethargy, weight loss",chronic kidney disease
10,male,indian domestic,4.8,"lethargy, sunken eyes, vomiting, weight loss","dehydration, gastritis, worm infestation"
10,female,siamese,2.6,"lethargy, loss of appetite",gastritis
1,female,maine coon,6.8,"hair loss, itching, red skin",skin allergy
1,female,persian,5.1,"diarrhea, lethargy, vomiting, weight loss","chronic kidney disease, feline panleukopenia, gastritis"
15,male,maine coon,5.9,"blood in urine, dry gums, frequent urination, red eyes","dehydration, feline conjunctivitis, urinary tract infection"
1,male,siamese,2.6,"blood in urine, increased thirst, lethargy, painful urination, red skin, weight loss","chronic kidney disease, skin allergy, urinary tract infection"
9,female,maine coon,6.1,"fever, hair loss, lethargy, nasal discharge, red skin, sneezing","chronic kidney disease, skin allergy, upper respiratory infection"
8,female,siamese,2.8,"hair loss, lethargy, sunken eyes","dehydration, skin allergy"
8,female,indian domestic,3.6,"increased thirst, lethargy, weight loss",chronic kidney disease
8,male,bengal,5.8,"blood in urine, eye discharge, itching, red eyes","feline conjunctivitis, skin allergy, urinary tract infection"
8,female,persian,4.0,"diarrhea, fever, loss of appetite, vomiting","feline panleukopenia, gastritis, worm infestation"
3,female,maine coon,4.0,"frequent urination, lethargy, painful urination, sneezing, weight loss","chronic kidney disease, upper respiratory infection, urinary tract infection"
2,male,persian,4.9,"lethargy, loss of appetite, vomiting",gastritis
4,male,siamese,5.4,"diarrhea, eye discharge, fever, red eyes","feline conjunctivitis, feline panleukopenia"
5,male,indian domestic,6.4,"bloated abdomen, diarrhea, weight loss",worm infestation
6,female,bengal,2.6,"red eyes, squinting, weakness","anemia, feline conjunctivitis"
14,male,persian,6.8,"increased thirst, red eyes","chronic kidney disease, feline conjunctivitis"
5,female,siamese,5.0,"bloated abdomen, diarrhea, fever, frequent urination, lethargy, painful urination, vomiting, weight loss","feline panleukopenia, urinary tract infection, worm infestation"
1,female,persian,3.4,"diarrhea, hair loss, weight loss","skin allergy, worm infestation"
12,female,bengal,4.2,"dry gums, sunken eyes, vomiting","dehydration, feline panleukopenia"
6,male,siamese,3.0,"hair loss, itching, red skin, squinting","feline conjunctivitis, skin allergy"
5,female,maine coon,6.0,"bloated abdomen, diarrhea, increased thirst, lethargy, weight loss","chronic kidney disease, worm infestation"
1,male,persian,3.5,"loss of appetite, vomiting",gastritis
15,female,maine coon,3.8,"blood in urine, lethargy, sunken eyes","dehydration, urinary tract infection"
10,female,siamese,3.3,"blood in urine, painful urination",urinary tract infection
1,male,siamese,6.4,"lethargy, vomiting, weakness","anemia, feline panleukopenia"
7,male,persian,2.7,"lethargy, pale gums, weakness",anemia
1,female,bengal,3.8,"fever, lethargy, loss of appetite, nasal discharge, sneezing, vomiting, weight loss","chronic kidney disease, gastritis, upper respiratory infection"
8,male,persian,7.0,"nasal discharge, weakness","anemia, upper respiratory infection"
6,female,maine coon,6.5,"fever, lethargy, loss of appetite","chronic kidney disease, gastritis, upper respiratory infection"
3,male,maine coon,3.6,"eye discharge, frequent urination, painful urination, red eyes, squinting, sunken eyes","dehydration, feline conjunctivitis, urinary tract infection"
6,female,persian,6.1,"blood in urine, diarrhea, fever, frequent urination, painful urination, red eyes, squinting, vomiting","feline conjunctivitis, feline panleukopenia, urinary tract infection"
9,female,persian,3.0,"pale gums, squinting, weakness","anemia, feline conjunctivitis"
3,female,indian domestic,5.8,"hair loss, itching, red skin",skin allergy
11,male,bengal,2.9,"hair loss, increased thirst, lethargy, weight loss","chronic kidney disease, skin allergy"
14,female,persian,6.5,vomiting,gastritis
8,female,indian domestic,5.0,"dry gums, eye discharge, lethargy, red eyes, squinting, sunken eyes","dehydration, feline conjunctivitis"
3,female,maine coon,4.7,"bloated abdomen, diarrhea, dry gums, fever, lethargy, sunken eyes, vomiting, weight loss","dehydration, feline panleukopenia, worm infestation"
6,female,persian,5.7,"painful urination, pale gums, sunken eyes","anemia, dehydration, urinary tract infection"
10,female,siamese,2.6,"bloated abdomen, fever, nasal discharge, weight loss","upper respiratory infection, worm infestation"
4,male,siamese,2.9,"itching, weakness, weight loss","anemia, skin allergy, worm infestation"
15,male,persian,3.0,"blood in urine, lethargy, sneezing","dehydration, upper respiratory infection, urinary tract infection"
8,male,siamese,4.0,"blood in urine, lethargy, loss of appetite, painful urination, weakness","anemia, gastritis, urinary tract infection"
11,male,indian domestic,5.1,"eye discharge, increased thirst, lethargy, loss of appetite, red eyes, squinting, vomiting, weight loss","chronic kidney disease, feline conjunctivitis, gastritis"
9,male,persian,2.7,"dry gums, lethargy, squinting, sunken eyes","dehydration, feline conjunctivitis"
1,female,indian domestic,6.9,"bloated abdomen, weight loss",worm infestation
11,female,persian,3.8,"bloated abdomen, diarrhea, fever, lethargy, nasal discharge, pale gums, sneezing, weight loss","anemia, upper respiratory infection, worm infestation"
7,female,bengal,6.7,lethargy,gastritis
2,male,maine coon,6.6,"eye discharge, increased thirst, lethargy, nasal discharge, red eyes, sneezing, squinting","chronic kidney disease, feline conjunctivitis, upper respiratory infection"
15,male,siamese,5.5,"red eyes, squinting",feline conjunctivitis
5,male,indian domestic,4.1,"red skin, vomiting","gastritis, skin allergy"
4,male,siamese,5.7,"bloated abdomen, hair loss, itching, red skin","skin allergy, worm infestation"
12,male,bengal,4.5,"fever, lethargy, nasal discharge, red eyes, sneezing","feline conjunctivitis, gastritis, upper respiratory infection"
3,male,persian,6.9,lethargy,anemia
6,male,siamese,5.0,"dry gums, increased thirst, sunken eyes, weight loss","chronic kidney disease, dehydration, worm infestation"
2,female,indian domestic,4.6,"increased thirst, lethargy, pale gums, weakness","anemia, chronic kidney disease"
