Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Nasal_Discharge,Eye_Discharge,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Body_Temperature,Heart_Rate,Disease_Prediction
Cat,Scottish Fold,7.8,Female,5.0,eye discharge,coughing,,,4 days,Yes,No,Yes,Yes,No,No,No,No,No,39.6°C,188,Upper Respiratory Infection
Cat,Mixed,10.8,Female,6.6,difficulty eating,,bad breath,,57 days,No,No,Yes,No,No,No,No,No,No,38.3°C,135,Dental Disease
Cat,Russian Blue,12.8,Male,4.4,increased thirst,poor coat,,,184 days,No,No,No,No,No,Yes,No,No,No,38.6°C,189,Diabetes Mellitus
Cat,Russian Blue,0.5,Male,6.7,lethargy,dehydration,,,2 days,Yes,No,Yes,Yes,Yes,No,No,No,No,41.4°C,234,Panleukopenia
Cat,Maine Coon,8.0,Male,6.2,increased urination,poor coat,poor coat,,311 days,No,No,No,Yes,Yes,No,No,No,No,38.5°C,132,Diabetes Mellitus
Cat,Siamese,0.5,Male,4.0,lethargy,dehydration,,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,40.5°C,210,Panleukopenia
Cat,Abyssinian,12.9,Female,2.7,weight loss,diarrhea,increased appetite,,99 days,No,No,No,No,No,No,No,No,Yes,38.8°C,237,Hyperthyroidism
Cat,Bengal,6.1,Male,4.4,labored breathing,,,,189 days,No,No,No,No,No,Yes,Yes,No,No,38.8°C,138,Asthma
Cat,Bengal,2.4,Female,5.5,weight loss,lethargy,lethargy,weight loss,129 days,No,No,Yes,No,Yes,No,No,No,No,38.1°C,189,Inflammatory Bowel Disease
Cat,Sphynx,9.3,Female,4.7,weight loss,lethargy,,,206 days,No,No,No,No,No,No,No,No,No,38.0°C,166,Diabetes Mellitus
Cat,Domestic Shorthair,6.9,Male,4.6,straining to urinate,urinating outside box,,,12 days,No,No,Yes,No,No,No,Yes,No,No,38.5°C,143,Feline Lower Urinary Tract Disease
Cat,Sphynx,13.9,Male,4.9,increased thirst,,increased appetite,increased urination,142 days,No,No,No,No,No,No,No,No,No,38.3°C,195,Diabetes Mellitus
Cat,Sphynx,2.2,Female,3.6,fever,appetite loss,,,12 days,Yes,No,Yes,No,No,No,No,No,Yes,40.4°C,175,Upper Respiratory Infection
Cat,Abyssinian,12.3,Male,3.4,increased appetite,weakness,,poor coat,324 days,No,No,No,No,No,No,No,No,No,38.5°C,120,Diabetes Mellitus
Cat,Siamese,4.4,Male,3.6,licking genitals,crying while urinating,,,6 days,No,No,Yes,No,No,No,No,No,No,38.6°C,191,Feline Lower Urinary Tract Disease
Cat,British Shorthair,15.7,Female,3.4,weight loss,poor coat,increased appetite,,320 days,No,No,No,No,No,No,No,No,Yes,38.6°C,239,Hyperthyroidism
Cat,Siamese,3.4,Male,3.8,licking genitals,urinating outside box,crying while urinating,,11 days,No,No,Yes,No,Yes,No,No,No,No,39.0°C,185,Feline Lower Urinary Tract Disease
Cat,Ragdoll,12.1,Male,5.4,increased urination,,,,232 days,No,No,Yes,No,No,No,No,No,No,38.1°C,155,Diabetes Mellitus
Cat,Ragdoll,11.2,Female,7.0,lethargy,fever,,,1 days,No,No,No,Yes,Yes,No,No,No,No,39.5°C,178,Gastroenteritis
Cat,Mixed,6.8,Male,4.2,diarrhea,lethargy,poor appetite,lethargy,167 days,Yes,No,Yes,Yes,Yes,No,No,No,No,38.2°C,193,Inflammatory Bowel Disease
Cat,Birman,0.8,Male,4.3,lethargy,,,,6 days,No,No,Yes,Yes,No,No,Yes,No,No,41.3°C,203,Panleukopenia
Cat,Bengal,5.4,Female,7.0,frequent urination,lethargy,,,8 days,No,No,No,No,No,No,No,No,No,38.9°C,121,Feline Lower Urinary Tract Disease
Cat,Sphynx,5.3,Male,5.1,weight loss,,,,123 days,No,No,Yes,Yes,Yes,No,No,No,No,38.5°C,132,Inflammatory Bowel Disease
Cat,Oriental,7.6,Male,5.7,diarrhea,lethargy,,,162 days,No,No,Yes,Yes,No,No,No,No,No,38.1°C,200,Inflammatory Bowel Disease
Cat,Birman,4.0,Female,4.6,eye discharge,lethargy,,coughing,6 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.6°C,198,Upper Respiratory Infection
Cat,Russian Blue,1.3,Male,5.9,high fever,appetite loss,,vomiting,3 days,No,No,Yes,Yes,Yes,No,No,No,No,41.1°C,213,Panleukopenia
Cat,Sphynx,3.6,Male,3.7,labored breathing,exercise intolerance,wheezing,,55 days,Yes,No,No,Yes,No,Yes,No,No,No,38.1°C,169,Asthma
Cat,Ragdoll,0.7,Female,5.5,severe diarrhea,,appetite loss,appetite loss,5 days,No,No,Yes,Yes,Yes,No,No,No,No,41.1°C,236,Panleukopenia
Cat,Scottish Fold,14.2,Female,3.7,increased thirst,weakness,,,35 days,Yes,No,No,No,No,Yes,No,No,No,37.8°C,175,Diabetes Mellitus
Cat,American Shorthair,12.6,Male,4.8,pawing at mouth,weight loss,appetite loss,,223 days,No,No,Yes,No,No,No,No,No,No,38.4°C,154,Dental Disease
Cat,Domestic Shorthair,9.4,Male,3.6,lethargy,,increased urination,,68 days,Yes,No,Yes,Yes,No,No,No,No,No,38.1°C,163,Chronic Kidney Disease
Cat,Oriental,18.0,Female,4.2,hyperactivity,,increased appetite,,260 days,No,No,No,No,No,No,Yes,No,No,39.3°C,208,Hyperthyroidism
Cat,Persian,5.8,Male,5.8,diarrhea,fever,abdominal pain,,6 days,Yes,No,Yes,Yes,Yes,No,No,No,No,38.6°C,175,Gastroenteritis
Cat,Maine Coon,14.6,Female,4.9,increased thirst,bad breath,,,125 days,No,No,Yes,No,No,No,No,No,No,37.7°C,188,Chronic Kidney Disease
Cat,Maine Coon,5.8,Female,9.4,drooling,appetite loss,bad breath,,213 days,No,No,Yes,No,No,No,No,No,No,38.3°C,179,Dental Disease
Cat,Domestic Shorthair,0.2,Male,3.8,lethargy,weakness,,,5 days,No,No,Yes,Yes,Yes,No,Yes,No,No,40.3°C,223,Panleukopenia
Cat,Scottish Fold,14.1,Male,3.7,weight loss,,weight loss,increased appetite,151 days,No,No,No,Yes,No,No,No,No,No,38.8°C,203,Hyperthyroidism
Cat,Birman,0.7,Male,6.5,vomiting,fever,,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,39.2°C,132,Gastroenteritis
Cat,Scottish Fold,3.9,Female,4.8,diarrhea,gas,,,177 days,No,No,Yes,Yes,Yes,No,No,No,No,38.8°C,176,Inflammatory Bowel Disease
Cat,Mixed,6.8,Female,6.9,skin lesions,red skin,hair loss,,158 days,No,No,No,No,No,No,No,No,Yes,38.2°C,122,Skin Allergies
Cat,Mixed,6.1,Female,4.8,weight loss,,weakness,lethargy,291 days,No,No,No,Yes,No,No,No,No,No,38.6°C,131,Diabetes Mellitus
Cat,American Shorthair,12.6,Male,4.9,increased urination,poor coat,poor coat,lethargy,358 days,No,No,No,Yes,Yes,No,No,No,No,38.7°C,149,Diabetes Mellitus
Cat,Domestic Shorthair,5.4,Male,4.9,weight loss,enlarged lymph nodes,,,173 days,Yes,No,No,No,No,No,Yes,No,No,38.7°C,163,Feline Leukemia Virus
Cat,American Shorthair,8.3,Male,4.2,fever,coughing,fever,,10 days,Yes,Yes,Yes,No,No,Yes,No,No,No,40.1°C,134,Upper Respiratory Infection
Cat,Sphynx,5.5,Female,4.5,chronic vomiting,lethargy,lethargy,gas,143 days,No,No,No,Yes,Yes,No,No,No,No,38.0°C,199,Inflammatory Bowel Disease
Cat,Domestic Shorthair,0.7,Female,5.1,skin lesions,red skin,,,66 days,No,No,No,No,No,No,No,No,Yes,38.4°C,152,Skin Allergies
Cat,British Shorthair,9.6,Male,4.9,vomiting,,appetite loss,appetite loss,3 days,No,Yes,No,Yes,Yes,No,No,No,No,39.6°C,188,Gastroenteritis
Cat,Ragdoll,8.5,Female,7.1,eye discharge,lethargy,sneezing,,8 days,Yes,Yes,No,No,No,Yes,No,No,No,40.5°C,191,Upper Respiratory Infection
Cat,Ragdoll,5.8,Male,6.1,lethargy,exercise intolerance,open-mouth breathing,,216 days,No,No,No,No,No,Yes,Yes,No,No,38.6°C,137,Asthma
Cat,Birman,0.7,Male,6.6,severe diarrhea,appetite loss,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,41.3°C,239,Panleukopenia
Cat,Maine Coon,3.1,Male,6.0,weight loss,gas,,,36 days,No,No,Yes,Yes,Yes,No,No,No,No,37.9°C,144,Inflammatory Bowel Disease
Cat,Sphynx,11.1,Male,6.0,diarrhea,dehydration,,lethargy,7 days,No,No,No,Yes,Yes,No,No,No,No,39.0°C,193,Gastroenteritis
Cat,Scottish Fold,5.7,Male,5.2,straining to urinate,crying while urinating,,,13 days,No,No,No,No,No,No,No,No,No,38.4°C,157,Feline Lower Urinary Tract Disease
Cat,Persian,5.2,Male,5.0,straining to urinate,,,crying while urinating,4 days,No,No,Yes,No,No,No,No,No,No,38.9°C,140,Feline Lower Urinary Tract Disease
Cat,Siamese,3.1,Male,3.8,poor appetite,gas,diarrhea,,127 days,Yes,No,Yes,Yes,No,No,No,No,No,38.1°C,177,Inflammatory Bowel Disease
Cat,Maine Coon,1.4,Male,8.0,lethargy,,,,2 days,No,No,Yes,Yes,Yes,No,No,Yes,No,40.4°C,220,Panleukopenia
Cat,Domestic Shorthair,6.4,Male,3.3,increased thirst,,,,338 days,No,No,Yes,No,No,No,No,No,No,38.6°C,142,Diabetes Mellitus
Cat,Birman,14.0,Female,3.6,labored breathing,rapid breathing,exercise intolerance,,152 days,No,No,No,No,No,Yes,Yes,No,No,38.8°C,187,Asthma
Cat,Bengal,7.0,Female,5.8,labored breathing,exercise intolerance,,,326 days,No,No,No,No,No,Yes,Yes,No,No,38.6°C,146,Asthma
Cat,Sphynx,3.5,Female,4.8,difficulty eating,,,,64 days,No,No,Yes,Yes,No,No,No,No,No,38.1°C,162,Dental Disease
Cat,Mixed,14.0,Female,6.1,pawing at mouth,,,drooling,266 days,No,No,No,No,No,No,No,No,No,38.5°C,165,Dental Disease
Cat,Maine Coon,12.6,Female,6.2,nasal discharge,lethargy,,,7 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.8°C,134,Upper Respiratory Infection
Cat,Persian,18.9,Male,3.4,lethargy,vomiting,,poor appetite,164 days,No,No,No,Yes,No,No,No,No,No,38.0°C,186,Chronic Kidney Disease
Cat,British Shorthair,10.4,Male,4.8,fever,coughing,,,7 days,Yes,Yes,No,No,No,Yes,No,No,No,39.8°C,140,Upper Respiratory Infection
Cat,Persian,0.4,Male,4.4,severe diarrhea,weakness,,,4 days,No,No,Yes,Yes,Yes,No,Yes,No,No,40.3°C,218,Panleukopenia
Cat,Russian Blue,7.6,Female,4.7,itching,red skin,,,133 days,No,No,No,No,No,No,No,No,Yes,38.3°C,143,Skin Allergies
Cat,Russian Blue,9.9,Female,6.1,chronic vomiting,,,,73 days,No,No,Yes,Yes,Yes,No,No,No,No,38.1°C,179,Inflammatory Bowel Disease
Cat,Sphynx,15.1,Male,4.6,lethargy,,,,140 days,No,No,No,Yes,No,No,Yes,No,No,38.1°C,195,Chronic Kidney Disease
Cat,Abyssinian,8.4,Male,3.7,straining to urinate,lethargy,lethargy,frequent urination,9 days,No,No,Yes,Yes,No,No,No,No,No,38.7°C,157,Feline Lower Urinary Tract Disease
Cat,American Shorthair,9.5,Female,4.2,weight loss,poor appetite,weight loss,vomiting,32 days,No,No,No,No,Yes,No,No,Yes,No,38.8°C,134,Chronic Kidney Disease
Cat,Domestic Shorthair,5.8,Male,5.5,drooling,appetite loss,,,118 days,No,No,Yes,No,No,No,No,No,No,38.1°C,122,Dental Disease
Cat,Mixed,8.1,Female,6.0,diarrhea,appetite loss,fever,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,39.5°C,184,Gastroenteritis
Cat,Mixed,0.1,Female,3.6,lethargy,,,,3 days,No,No,Yes,Yes,Yes,No,No,No,No,40.9°C,222,Panleukopenia
Cat,Siamese,9.6,Female,4.8,coughing,exercise intolerance,rapid breathing,,218 days,No,No,No,No,No,Yes,Yes,No,No,38.5°C,194,Asthma
Cat,Persian,9.8,Female,5.1,vomiting,,,,3 days,No,No,No,Yes,Yes,No,No,No,No,39.6°C,153,Gastroenteritis
Cat,Ragdoll,5.2,Female,6.4,bad breath,bleeding gums,difficulty eating,bleeding gums,241 days,No,No,Yes,No,No,No,No,No,No,38.1°C,141,Dental Disease
Cat,Bengal,12.8,Female,5.6,increased appetite,increased thirst,,,331 days,No,Yes,No,Yes,No,No,No,No,No,39.1°C,234,Hyperthyroidism
Cat,Mixed,11.3,Female,3.1,vomiting,increased thirst,poor coat,,159 days,No,No,No,Yes,Yes,Yes,Yes,No,No,39.2°C,202,Hyperthyroidism
Cat,British Shorthair,2.7,Female,3.3,diarrhea,fever,,vomiting,7 days,No,No,No,Yes,Yes,No,No,No,No,39.4°C,129,Gastroenteritis
Cat,Mixed,7.9,Female,5.8,frequent urination,,frequent urination,,8 days,No,No,Yes,No,No,No,No,No,No,38.9°C,133,Feline Lower Urinary Tract Disease
Cat,Oriental,3.0,Female,5.9,abdominal pain,,,,3 days,No,Yes,Yes,Yes,Yes,No,No,No,No,39.0°C,120,Gastroenteritis
Cat,Oriental,10.3,Female,4.0,increased thirst,lethargy,,,276 days,No,No,No,No,No,No,No,No,No,38.7°C,163,Diabetes Mellitus
Cat,Bengal,9.8,Female,3.7,fever,lethargy,sneezing,,8 days,Yes,No,Yes,No,Yes,Yes,No,No,No,40.3°C,159,Upper Respiratory Infection
Cat,Domestic Shorthair,17.7,Female,2.7,hyperactivity,diarrhea,,,327 days,No,No,No,Yes,No,No,Yes,No,No,39.0°C,238,Hyperthyroidism
Cat,Ragdoll,1.1,Male,8.1,straining to urinate,crying while urinating,straining to urinate,straining to urinate,3 days,No,No,Yes,No,No,No,No,No,No,39.2°C,193,Feline Lower Urinary Tract Disease
Cat,Abyssinian,12.9,Male,3.2,increased thirst,,increased urination,,313 days,No,No,No,Yes,No,No,No,No,No,37.9°C,120,Diabetes Mellitus
Cat,Siamese,5.3,Female,4.9,diarrhea,,dehydration,,2 days,No,No,Yes,Yes,Yes,No,No,No,No,38.5°C,150,Gastroenteritis
Cat,Scottish Fold,7.6,Male,6.7,diarrhea,fever,abdominal pain,,1 days,No,No,No,Yes,Yes,No,Yes,No,No,39.1°C,162,Gastroenteritis
Cat,Mixed,1.4,Female,6.2,blood in urine,,,,3 days,No,No,No,No,No,No,No,No,No,38.4°C,172,Feline Lower Urinary Tract Disease
Cat,Sphynx,1.3,Male,4.8,skin lesions,,skin lesions,,109 days,No,No,No,No,No,No,No,No,Yes,38.7°C,178,Skin Allergies
Cat,Oriental,10.2,Female,3.2,increased appetite,increased thirst,weight loss,,327 days,No,No,No,No,Yes,No,No,No,No,39.1°C,237,Hyperthyroidism
Cat,Maine Coon,5.3,Male,5.7,itching,red skin,,,39 days,No,No,No,Yes,No,No,No,No,Yes,38.1°C,181,Skin Allergies
Cat,Maine Coon,8.7,Female,7.2,licking genitals,crying while urinating,licking genitals,,7 days,No,No,Yes,No,No,No,No,No,No,38.9°C,198,Feline Lower Urinary Tract Disease
Cat,Oriental,13.1,Male,3.3,increased thirst,poor coat,,,226 days,No,No,No,Yes,No,No,No,No,No,38.0°C,134,Diabetes Mellitus
Cat,Birman,7.8,Male,5.6,frequent urination,urinating outside box,,,7 days,No,No,No,No,No,No,No,No,No,38.9°C,128,Feline Lower Urinary Tract Disease
Cat,Mixed,1.5,Female,4.4,vomiting,,,,4 days,No,No,No,Yes,Yes,No,No,No,No,39.5°C,122,Gastroenteritis
Cat,Siamese,1.3,Male,3.8,lethargy,weakness,appetite loss,,6 days,No,No,Yes,Yes,Yes,No,No,No,No,40.6°C,198,Panleukopenia
Cat,Persian,3.5,Male,4.5,lethargy,poor appetite,,,138 days,Yes,Yes,No,No,No,No,Yes,No,No,40.0°C,138,Feline Leukemia Virus
Cat,Scottish Fold,13.9,Male,2.7,lethargy,poor appetite,increased urination,,169 days,No,No,Yes,Yes,No,No,No,No,No,38.2°C,176,Chronic Kidney Disease
Cat,Siamese,18.7,Female,2.7,weight loss,,increased urination,,53 days,No,No,Yes,Yes,No,No,No,No,No,38.4°C,131,Chronic Kidney Disease
Cat,Sphynx,7.9,Male,5.3,coughing,open-mouth breathing,,,221 days,No,No,No,No,No,Yes,Yes,No,No,38.8°C,176,Asthma
Cat,Oriental,1.1,Female,5.1,vomiting,,,dehydration,4 days,Yes,No,Yes,Yes,Yes,No,No,No,No,41.1°C,188,Panleukopenia
Cat,Domestic Shorthair,3.8,Female,5.3,abdominal pain,appetite loss,,,2 days,Yes,Yes,Yes,No,Yes,No,No,No,No,39.1°C,151,Gastroenteritis
Cat,Oriental,7.5,Female,6.5,eye discharge,appetite loss,,,13 days,Yes,Yes,Yes,No,No,No,Yes,No,No,40.4°C,137,Upper Respiratory Infection
Cat,Persian,11.7,Female,4.8,increased thirst,,,vomiting,79 days,No,No,Yes,No,No,No,No,No,No,38.4°C,166,Chronic Kidney Disease
Cat,American Shorthair,12.4,Female,3.6,eye discharge,lethargy,,sneezing,6 days,Yes,Yes,Yes,No,No,No,No,No,No,40.3°C,134,Upper Respiratory Infection
Cat,Mixed,9.2,Male,2.7,hyperactivity,poor coat,,,365 days,No,No,No,Yes,No,No,Yes,No,No,38.8°C,193,Hyperthyroidism
Cat,Siamese,10.4,Female,4.2,fever,coughing,,,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,145,Upper Respiratory Infection
Cat,Abyssinian,1.5,Male,5.1,abdominal pain,fever,dehydration,,5 days,No,No,No,Yes,Yes,No,No,No,No,39.4°C,147,Gastroenteritis
Cat,Domestic Shorthair,4.7,Female,5.2,itching,,,,68 days,No,No,No,No,No,No,No,No,Yes,38.6°C,130,Skin Allergies
Cat,Siamese,10.7,Female,3.2,lethargy,,,lethargy,78 days,No,No,No,No,No,Yes,No,No,No,38.2°C,130,Chronic Kidney Disease
Cat,Sphynx,10.5,Female,6.7,nasal discharge,,eye discharge,,9 days,Yes,Yes,No,No,No,No,No,No,No,39.9°C,180,Upper Respiratory Infection
Cat,Sphynx,5.6,Female,3.9,straining to urinate,,,,4 days,No,No,No,No,Yes,No,No,No,No,38.9°C,129,Feline Lower Urinary Tract Disease
Cat,Scottish Fold,8.1,Female,4.2,licking genitals,lethargy,,crying while urinating,2 days,No,No,No,No,No,No,No,No,No,38.8°C,158,Feline Lower Urinary Tract Disease
Cat,Maine Coon,5.5,Female,6.1,itching,red skin,red skin,,134 days,No,No,No,No,No,No,No,No,No,38.3°C,123,Skin Allergies
Cat,Maine Coon,4.1,Female,7.2,frequent urination,urinating outside box,,,7 days,No,No,Yes,No,No,No,No,No,No,38.8°C,124,Feline Lower Urinary Tract Disease
Cat,Domestic Shorthair,13.7,Female,4.7,vomiting,poor coat,,,353 days,No,No,No,Yes,No,No,No,No,No,39.5°C,192,Hyperthyroidism
Cat,Domestic Shorthair,16.4,Male,3.9,weight loss,,,diarrhea,107 days,No,No,No,Yes,No,No,No,No,Yes,39.3°C,212,Hyperthyroidism
Cat,Sphynx,5.4,Female,4.8,pawing at mouth,bleeding gums,,,294 days,No,No,Yes,No,No,No,No,No,No,38.6°C,175,Dental Disease
Cat,Birman,6.5,Male,4.3,scratching,red skin,skin lesions,,30 days,No,No,No,No,No,No,No,No,Yes,38.0°C,159,Skin Allergies
Cat,Scottish Fold,12.2,Female,4.6,hyperactivity,,,poor coat,341 days,No,No,No,Yes,Yes,No,Yes,No,No,39.4°C,206,Hyperthyroidism
Cat,Russian Blue,5.1,Male,6.4,scratching,,itching,,162 days,No,No,No,No,No,No,No,No,Yes,38.3°C,150,Skin Allergies
Cat,Ragdoll,1.7,Male,5.6,skin lesions,,,,109 days,No,No,No,No,No,No,No,No,Yes,38.3°C,159,Skin Allergies
Cat,Mixed,12.7,Male,6.0,nasal discharge,,,,14 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.8°C,131,Upper Respiratory Infection
Cat,Oriental,3.9,Male,5.7,skin lesions,scabs,,,34 days,No,No,No,No,No,No,No,No,Yes,38.6°C,184,Skin Allergies
Cat,Sphynx,6.9,Female,3.3,nasal discharge,appetite loss,,,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,160,Upper Respiratory Infection
Cat,Domestic Shorthair,10.6,Male,4.8,hyperactivity,,,,253 days,No,No,No,No,No,No,No,No,No,38.7°C,224,Hyperthyroidism
Cat,Persian,10.4,Female,4.9,drooling,,,,299 days,No,No,Yes,No,No,No,No,No,No,38.2°C,183,Dental Disease
Cat,Sphynx,14.8,Male,4.9,increased urination,poor appetite,increased thirst,,97 days,No,No,Yes,Yes,No,No,No,No,No,38.0°C,147,Chronic Kidney Disease
Cat,Birman,9.4,Female,3.9,chronic vomiting,,poor appetite,lethargy,41 days,Yes,No,Yes,No,Yes,No,No,No,No,38.0°C,183,Inflammatory Bowel Disease
Cat,Mixed,2.0,Female,4.5,scratching,,,skin lesions,85 days,No,No,No,No,No,No,No,No,Yes,38.3°C,182,Skin Allergies
Cat,Maine Coon,1.4,Female,5.3,weight loss,fever,infections,,313 days,Yes,No,Yes,No,No,No,No,No,Yes,39.8°C,143,Feline Leukemia Virus
Cat,Birman,9.8,Female,5.2,bad breath,bleeding gums,,difficulty eating,285 days,No,No,Yes,No,No,No,No,No,No,38.1°C,130,Dental Disease
Cat,Birman,12.5,Female,5.2,weight loss,diarrhea,vomiting,,351 days,No,No,No,Yes,No,No,No,No,Yes,38.8°C,195,Hyperthyroidism
Cat,Domestic Shorthair,2.2,Female,5.6,lethargy,,open-mouth breathing,,155 days,No,No,No,No,No,Yes,Yes,No,No,38.4°C,169,Asthma
Cat,American Shorthair,8.9,Female,3.7,increased appetite,poor coat,,,297 days,No,No,No,No,No,No,Yes,No,Yes,39.3°C,199,Hyperthyroidism
Cat,Maine Coon,10.2,Female,6.8,vomiting,dehydration,,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,38.7°C,143,Gastroenteritis
Cat,Persian,8.0,Male,5.4,pawing at mouth,appetite loss,drooling,,125 days,No,No,No,No,No,No,No,No,No,38.5°C,178,Dental Disease
Cat,Domestic Shorthair,5.0,Female,6.1,poor appetite,lethargy,,,58 days,No,No,Yes,Yes,Yes,No,No,No,No,38.3°C,131,Inflammatory Bowel Disease
Cat,Bengal,0.8,Male,3.3,severe diarrhea,weakness,high fever,,5 days,No,No,Yes,Yes,Yes,Yes,No,No,No,41.3°C,227,Panleukopenia
Cat,Birman,1.3,Female,4.7,licking genitals,,,,11 days,No,No,No,No,No,No,No,No,No,38.3°C,156,Feline Lower Urinary Tract Disease
Cat,Bengal,6.4,Female,5.1,weight loss,gas,diarrhea,poor coat,129 days,No,No,Yes,Yes,Yes,No,No,No,No,38.5°C,181,Inflammatory Bowel Disease
Cat,Ragdoll,9.2,Male,5.3,fever,coughing,,eye discharge,7 days,Yes,Yes,No,No,Yes,Yes,No,No,No,39.7°C,153,Upper Respiratory Infection
Cat,Oriental,11.8,Female,5.9,wheezing,exercise intolerance,coughing,,227 days,No,No,No,No,No,Yes,Yes,No,No,38.4°C,141,Asthma
Cat,Domestic Shorthair,9.2,Male,3.8,licking genitals,urinating outside box,straining to urinate,,7 days,No,No,No,No,No,No,No,No,No,38.8°C,130,Feline Lower Urinary Tract Disease
Cat,Birman,0.6,Female,5.1,high fever,dehydration,high fever,high fever,6 days,No,No,Yes,Yes,Yes,No,No,No,No,41.5°C,190,Panleukopenia
Cat,Sphynx,14.6,Male,4.8,weight loss,increased thirst,diarrhea,vomiting,265 days,No,No,No,No,Yes,No,No,No,No,38.6°C,205,Hyperthyroidism
Cat,Ragdoll,15.0,Female,7.3,vomiting,poor coat,,,259 days,No,No,No,No,Yes,No,No,No,No,38.7°C,181,Hyperthyroidism
Cat,Scottish Fold,3.3,Female,6.1,itching,red skin,,,45 days,Yes,No,No,No,No,No,No,No,No,38.5°C,200,Skin Allergies
Cat,Domestic Shorthair,4.2,Male,4.6,blood in urine,lethargy,straining to urinate,,11 days,No,No,No,Yes,No,No,No,No,No,38.5°C,129,Feline Lower Urinary Tract Disease
Cat,Scottish Fold,14.6,Female,3.9,weight loss,bad breath,,,155 days,No,No,Yes,Yes,No,No,No,No,No,38.4°C,178,Chronic Kidney Disease
Cat,Birman,17.4,Male,4.1,vomiting,,,,327 days,No,No,No,Yes,No,No,Yes,No,Yes,39.4°C,236,Hyperthyroidism
Cat,Maine Coon,0.1,Female,6.6,vomiting,appetite loss,,,4 days,No,No,Yes,Yes,Yes,No,No,No,No,41.3°C,200,Panleukopenia
Cat,American Shorthair,5.9,Female,6.0,sneezing,lethargy,lethargy,,5 days,Yes,Yes,No,No,No,Yes,No,No,No,40.1°C,126,Upper Respiratory Infection
Cat,Scottish Fold,11.5,Male,4.5,wheezing,open-mouth breathing,wheezing,exercise intolerance,299 days,No,No,No,No,Yes,Yes,Yes,No,No,38.7°C,160,Asthma
Cat,Siamese,19.7,Male,3.1,increased urination,,,,134 days,No,No,No,Yes,No,No,Yes,No,No,37.8°C,135,Chronic Kidney Disease
Cat,Ragdoll,7.5,Male,7.8,sneezing,,,,4 days,Yes,Yes,Yes,No,No,No,No,No,No,40.3°C,158,Upper Respiratory Infection
Cat,Bengal,13.6,Male,4.3,increased urination,lethargy,lethargy,lethargy,261 days,Yes,No,No,No,No,No,No,No,No,38.1°C,168,Diabetes Mellitus
Cat,Domestic Shorthair,9.2,Male,4.6,coughing,open-mouth breathing,exercise intolerance,,287 days,No,No,No,No,No,Yes,Yes,No,No,38.6°C,154,Asthma
Cat,Abyssinian,2.9,Female,4.7,diarrhea,dehydration,vomiting,appetite loss,2 days,No,No,No,Yes,Yes,No,No,No,No,39.6°C,176,Gastroenteritis
Cat,Abyssinian,10.3,Female,3.5,chronic vomiting,,,,32 days,No,Yes,Yes,No,Yes,No,No,No,No,38.0°C,183,Inflammatory Bowel Disease
Cat,Persian,7.9,Female,5.7,coughing,,lethargy,,145 days,No,No,No,No,No,Yes,Yes,No,No,38.1°C,153,Asthma
Cat,Domestic Shorthair,10.6,Male,5.4,itching,scabs,excessive grooming,,157 days,No,Yes,No,No,No,No,No,No,Yes,38.1°C,186,Skin Allergies
Cat,Abyssinian,16.8,Male,2.6,vomiting,poor coat,,,101 days,No,No,No,Yes,No,No,No,No,No,38.6°C,220,Hyperthyroidism
Cat,Bengal,12.2,Female,5.4,eye discharge,coughing,,,8 days,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,127,Upper Respiratory Infection
Cat,Sphynx,10.7,Female,5.9,itching,red skin,,,124 days,No,No,No,No,No,No,No,No,Yes,38.5°C,121,Skin Allergies
Cat,Bengal,16.8,Female,4.1,weight loss,poor coat,,,66 days,No,No,No,Yes,No,No,No,No,No,38.9°C,195,Hyperthyroidism
Cat,Persian,2.1,Male,5.3,eye discharge,appetite loss,nasal discharge,,12 days,Yes,Yes,Yes,No,No,Yes,No,No,No,39.9°C,145,Upper Respiratory Infection
Cat,Russian Blue,12.0,Male,4.7,lethargy,open-mouth breathing,rapid breathing,rapid breathing,156 days,No,No,No,No,Yes,Yes,Yes,No,No,38.5°C,150,Asthma
Cat,Oriental,16.1,Female,3.6,weight loss,diarrhea,,,132 days,No,No,No,No,Yes,Yes,Yes,No,No,39.2°C,201,Hyperthyroidism
Cat,Ragdoll,5.4,Male,5.4,bad breath,,pawing at mouth,,86 days,No,No,Yes,No,No,No,No,No,No,38.3°C,128,Dental Disease
Cat,Mixed,12.0,Male,4.0,eye discharge,lethargy,nasal discharge,appetite loss,12 days,Yes,No,Yes,No,No,No,No,No,No,40.1°C,182,Upper Respiratory Infection
